1,S95PF,1,A,first
2,S95PF,1,B,first
3,S95PF,1,C,first
4,S95PF,1,D,first
5,S95PF,2,A,first
6,S95PF,2,B,first
7,S95PF,2,C,first
8,S95PF,2,D,first
9,S95PF,3,A,first
10,S95PF,3,B,first
11,S95PF,3,C,first
12,S95PF,3,D,first
13,S95PF,4,A,first
14,S95PF,4,B,first
15,S95PF,4,C,first
16,S95PF,4,D,first
17,S95PF,5,A,business
18,S95PF,5,B,business
19,S95PF,5,C,business
20,S95PF,5,D,business
21,S95PF,6,A,business
22,S95PF,6,B,business
23,S95PF,6,C,business
24,S95PF,6,D,business
25,S95PF,7,A,business
26,S95PF,7,B,business
27,S95PF,7,C,business
28,S95PF,7,D,business
29,S95PF,8,A,business
30,S95PF,8,B,business
31,S95PF,8,C,business
32,S95PF,8,D,business
33,S95PF,9,A,business
34,S95PF,9,B,business
35,S95PF,9,C,business
36,S95PF,9,D,business
37,S95PF,10,A,business
38,S95PF,10,B,business
39,S95PF,10,C,business
40,S95PF,10,D,business
41,S95PF,11,A,business
42,S95PF,11,B,business
43,S95PF,11,C,business
44,S95PF,11,D,business
45,S95PF,12,A,business
46,S95PF,12,B,business
47,S95PF,12,C,business
48,S95PF,12,D,business
49,S95PF,13,A,business
50,S95PF,13,B,business
51,S95PF,13,C,business
52,S95PF,13,D,business
53,S95PF,14,A,business
54,S95PF,14,B,business
55,S95PF,14,C,business
56,S95PF,14,D,business
57,S95PF,15,A,business
58,S95PF,15,B,business
59,S95PF,15,C,business
60,S95PF,15,D,business
61,S95PF,16,A,business
62,S95PF,16,B,business
63,S95PF,16,C,business
64,S95PF,16,D,business
65,S95PF,17,A,economy
66,S95PF,17,B,economy
67,S95PF,17,C,economy
68,S95PF,17,D,economy
69,S95PF,17,E,economy
70,S95PF,17,F,economy
71,S95PF,18,A,economy
72,S95PF,18,B,economy
73,S95PF,18,C,economy
74,S95PF,18,D,economy
75,S95PF,18,E,economy
76,S95PF,18,F,economy
77,S95PF,19,A,economy
78,S95PF,19,B,economy
79,S95PF,19,C,economy
80,S95PF,19,D,economy
81,S95PF,19,E,economy
82,S95PF,19,F,economy
83,S95PF,20,A,economy
84,S95PF,20,B,economy
85,S95PF,20,C,economy
86,S95PF,20,D,economy
87,S95PF,20,E,economy
88,S95PF,20,F,economy
89,S95PF,21,A,economy
90,S95PF,21,B,economy
91,S95PF,21,C,economy
92,S95PF,21,D,economy
93,S95PF,21,E,economy
94,S95PF,21,F,economy
95,S95PF,22,A,economy
96,S95PF,22,B,economy
97,S95PF,22,C,economy
98,S95PF,22,D,economy
99,S95PF,22,E,economy
100,S95PF,22,F,economy
101,S95PF,23,A,economy
102,S95PF,23,B,economy
103,S95PF,23,C,economy
104,S95PF,23,D,economy
105,S95PF,23,E,economy
106,S95PF,23,F,economy
107,S95PF,24,A,economy
108,S95PF,24,B,economy
109,S95PF,24,C,economy
110,S95PF,24,D,economy
111,S95PF,24,E,economy
112,S95PF,24,F,economy
113,S95PF,25,A,economy
114,S95PF,25,B,economy
115,S95PF,25,C,economy
116,S95PF,25,D,economy
117,S95PF,25,E,economy
118,S95PF,25,F,economy
119,S95PF,26,A,economy
120,S95PF,26,B,economy
121,S95PF,26,C,economy
122,S95PF,26,D,economy
123,S95PF,26,E,economy
124,S95PF,26,F,economy
125,S95PF,27,A,economy
126,S95PF,27,B,economy
127,S95PF,27,C,economy
128,S95PF,27,D,economy
129,S95PF,27,E,economy
130,S95PF,27,F,economy
131,S95PF,28,A,economy
132,S95PF,28,B,economy
133,S95PF,28,C,economy
134,S95PF,28,D,economy
135,S95PF,28,E,economy
136,S95PF,28,F,economy
137,S95PF,29,A,economy
138,S95PF,29,B,economy
139,S95PF,29,C,economy
140,S95PF,29,D,economy
141,S95PF,29,E,economy
142,S95PF,29,F,economy
143,S95PF,30,A,economy
144,S95PF,30,B,economy
145,S95PF,30,C,economy
146,S95PF,30,D,economy
147,S95PF,30,E,economy
148,S95PF,30,F,economy
149,S95PF,31,A,economy
150,S95PF,31,B,economy
151,S95PF,31,C,economy
152,S95PF,31,D,economy
153,S95PF,31,E,economy
154,S95PF,31,F,economy
155,D84KL,1,A,first
156,D84KL,1,B,first
157,D84KL,1,C,first
158,D84KL,1,D,first
159,D84KL,2,A,first
160,D84KL,2,B,first
161,D84KL,2,C,first
162,D84KL,2,D,first
